Date,Year,RANK,Country,Region,Happiness score,Explained by: GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption
12/31/2015,2015,25,Panama,Latin America and Caribbean,6.786,1.06353,,0.79661,0.5421,0.24434,0.0927
12/31/2015,2015,53,Paraguay,Latin America and Caribbean,5.878,0.75985,,0.66098,0.53899,0.3424,0.08242
12/31/2015,2015,58,Peru,Latin America and Caribbean,5.824,0.90019,,0.73017,0.41496,0.14982,0.05989
12/31/2015,2015,90,Philippines,Southeastern Asia,5.073,0.70532,,0.58114,0.62545,0.24991,0.12279
12/31/2015,2015,60,Poland,Central and Eastern Europe,5.791,1.12555,,0.77903,0.53122,0.16759,0.04212
12/31/2015,2015,88,Portugal,Western Europe,5.102,1.15991,,0.87519,0.51469,0.13719,0.01078
12/31/2015,2015,28,Qatar,Middle East and Northern Africa,6.611,1.69042,,0.79733,0.6404,0.32573,0.52208
12/31/2015,2015,86,Romania,Central and Eastern Europe,5.124,1.04345,,0.7689,0.35068,0.13748,0.00649
12/31/2015,2015,64,Russia,Central and Eastern Europe,5.716,1.13764,,0.66926,0.36679,0.00199,0.03005
12/31/2015,2015,154,Rwanda,Sub-Saharan Africa,3.465,0.22208,,0.42864,0.59201,0.22628,0.55191
12/31/2015,2015,35,Saudi Arabia,Middle East and Northern Africa,6.411,1.39541,,0.72025,0.31048,0.13706,0.32524
12/31/2015,2015,142,Senegal,Sub-Saharan Africa,3.904,0.36498,,0.4354,0.36772,0.20843,0.10713
12/31/2015,2015,87,Serbia,Central and Eastern Europe,5.123,0.92053,,0.74836,0.20107,0.19231,0.02617
12/31/2015,2015,123,Sierra Leone,Sub-Saharan Africa,4.507,0.33024,,0,0.4084,0.21488,0.08786
12/31/2015,2015,24,Singapore,Southeastern Asia,6.798,1.52186,,1.02525,0.54252,0.31105,0.4921
12/31/2015,2015,45,Slovakia,Central and Eastern Europe,5.995,1.16891,,0.78902,0.31751,0.16893,0.03431
12/31/2015,2015,55,Slovenia,Central and Eastern Europe,5.848,1.18498,,0.87337,0.60855,0.25328,0.03787
12/31/2015,2015,91,Somaliland region,Sub-Saharan Africa,5.057,0.18847,,0.43873,0.46582,0.50318,0.39928
12/31/2015,2015,113,South Africa,Sub-Saharan Africa,4.642,0.92049,,0.27688,0.33207,0.11973,0.08884
12/31/2015,2015,47,South Korea,Eastern Asia,5.984,1.24461,,0.96538,0.33208,0.18557,0.07857
12/31/2015,2015,36,Spain,Western Europe,6.329,1.23011,,0.95562,0.45951,0.18227,0.06398
12/31/2015,2015,132,Sri Lanka,Southern Asia,4.271,0.83524,,0.70806,0.53726,0.40828,0.09179
12/31/2015,2015,118,Sudan,Sub-Saharan Africa,4.55,0.52107,,0.36878,0.10081,0.19062,0.1466
12/31/2015,2015,40,Suriname,Latin America and Caribbean,6.269,0.99534,,0.6082,0.59657,0.16991,0.13633
12/31/2015,2015,101,Swaziland,Sub-Saharan Africa,4.867,0.71206,,0.07566,0.30658,0.18259,0.0306
12/31/2015,2015,8,Sweden,Western Europe,7.364,1.33171,,0.91087,0.6598,0.36262,0.43844
12/31/2015,2015,1,Switzerland,Western Europe,7.587,1.39651,,0.94143,0.66557,0.29678,0.41978
12/31/2015,2015,156,Syria,Middle East and Northern Africa,3.006,0.6632,,0.72193,0.15684,0.47179,0.18906
12/31/2015,2015,38,Taiwan,Eastern Asia,6.298,1.29098,,0.8753,0.3974,0.25376,0.08129
12/31/2015,2015,106,Tajikistan,Central and Eastern Europe,4.786,0.39047,,0.57379,0.47216,0.22974,0.15072
12/31/2015,2015,146,Tanzania,Sub-Saharan Africa,3.781,0.2852,,0.38215,0.32878,0.34377,0.05747
12/31/2015,2015,34,Thailand,Southeastern Asia,6.455,0.9669,,0.7385,0.55664,0.5763,0.03187
12/31/2015,2015,158,Togo,Sub-Saharan Africa,2.839,0.20868,,0.28443,0.36453,0.16681,0.10731
12/31/2015,2015,41,Trinidad and Tobago,Latin America and Caribbean,6.168,1.21183,,0.61483,0.55884,0.31844,0.0114
12/31/2015,2015,107,Tunisia,Middle East and Northern Africa,4.739,0.88113,,0.73793,0.26268,0.06431,0.06358
12/31/2015,2015,76,Turkey,Middle East and Northern Africa,5.332,1.06098,,0.73172,0.22815,0.12253,0.15746
12/31/2015,2015,70,Turkmenistan,Central and Eastern Europe,5.548,0.95847,,0.53886,0.4761,0.16979,0.30844
12/31/2015,2015,141,Uganda,Sub-Saharan Africa,3.931,0.21102,,0.33861,0.45727,0.29066,0.07267
12/31/2015,2015,111,Ukraine,Central and Eastern Europe,4.681,0.79907,,0.6739,0.25123,0.15275,0.02961
12/31/2015,2015,20,United Arab Emirates,Middle East and Northern Africa,6.901,1.42727,,0.80925,0.64157,0.26428,0.38583
12/31/2015,2015,21,United Kingdom,Western Europe,6.867,1.26637,,0.90943,0.59625,0.51912,0.32067
12/31/2015,2015,15,United States of America,North America,7.119,1.39451,,0.86179,0.54604,0.40105,0.1589
12/31/2015,2015,32,Uruguay,Latin America and Caribbean,6.485,1.06166,,0.8116,0.60362,0.2324,0.24558
12/31/2015,2015,44,Uzbekistan,Central and Eastern Europe,6.003,0.63244,,0.59772,0.65821,0.22837,0.30826
12/31/2015,2015,23,Venezuela,Latin America and Caribbean,6.81,1.04424,,0.72052,0.42908,0.05841,0.11069
12/31/2015,2015,75,Vietnam,Southeastern Asia,5.36,0.63216,,0.74676,0.59444,0.1686,0.10441
12/31/2015,2015,136,Yemen,Middle East and Northern Africa,4.077,0.54649,,0.40064,0.35571,0.09131,0.07854
12/31/2015,2015,85,Zambia,Sub-Saharan Africa,5.129,0.47038,,0.29924,0.48827,0.19591,0.12468
12/31/2015,2015,115,Zimbabwe,Sub-Saharan Africa,4.61,0.271,,0.33475,0.25861,0.18987,0.08079
